0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,labels
-449.72018,158.49289,-23.330812,53.921356,-20.015287,33.330307,-17.895317,20.051956,-15.721337,-1.5623012,-5.8139734,-4.2806253,-0.48876783,-17.427818,7.0468273,-19.714378,0.8871913,-10.446861,-0.5235264,-7.888695,-5.5313945,-2.1343534,-8.712469,0.29553655,-7.9497147,3.3126733,-7.1750855,1.384398,-4.801798,0.91575503,0.30952933,-1.7881718,1.7508497,-3.490355,1.7821997,-5.180611,0.57580805,-4.8821282,0.7098384,-3.0348191,disgust
-426.22266,147.87325,-16.081413,46.2845,-13.00901,29.53533,-14.0217495,7.6979947,-12.884599,0.8399283,-5.719215,-1.7953187,-2.5533514,-14.5453,6.6684995,-20.484324,1.4862281,-8.324735,-2.7830489,-6.159617,-6.959463,-2.1398818,-6.9617453,1.1987034,-6.4533467,2.4258351,-7.2766337,1.1894487,-2.4497242,-0.73288816,-0.4300307,-2.9846122,3.1222105,-4.226998,-0.29342374,-4.602548,-1.2131574,-4.5673504,-1.1490214,-2.572887,disgust
-325.5402,111.80255,-9.264045,20.005083,-3.6831622,10.031152,-8.392769,2.0996814,-4.724406,-6.328672,-10.767766,1.642411,-3.1897936,-8.189206,2.9864807,-16.924395,-5.473875,-4.899005,-2.0372596,-6.0326867,-5.2953577,-2.0846226,-6.763879,-2.1319702,-5.2413397,-0.0402688,-4.6564407,-6.075425,-4.4900236,1.14263,1.2488049,-0.1004435,2.4104037,0.7408096,0.69032454,-3.9933028,-2.3654842,-1.2191608,1.52198,-1.3648893,fear
-407.29755,142.20316,-10.982478,46.54694,-13.46862,24.143652,-13.124762,8.475448,-9.754251,-2.8921437,-7.04234,2.5455527,3.4126031,-14.344349,6.0649467,-17.04759,-3.9965544,-10.992349,-3.3165348,-7.768365,-7.6923203,-2.0419579,-10.310139,-0.7488925,-7.958546,0.4775924,-5.3140025,-2.2191536,-2.4929864,0.17042132,-1.0465422,-3.1462336,1.26227,-4.3734694,-0.20857918,-5.9776807,-1.8253112,-2.0203812,-0.28139493,-1.8325202,fear
-366.81815,132.19212,-13.18271,35.45677,-11.72825,15.255324,-11.187106,5.577035,-7.5055027,-4.4207306,-8.93387,0.16464697,-1.0610694,-13.3975,4.7159963,-17.550646,-5.8499575,-7.6833477,-4.3305984,-6.3216023,-6.2380233,-3.454145,-7.2960124,-0.41986802,-5.6286016,0.67732424,-4.823239,-1.0431451,-3.0157204,-1.7242996,-1.4706448,-4.219069,0.8216457,-2.1879165,-1.6302371,-5.8542476,-2.6613595,-3.3881452,-1.2133349,-2.091354,fear
-321.255,111.55076,-15.440967,21.903263,-13.397479,15.498253,-12.5381155,2.182491,-4.5847282,-6.3992987,-8.788907,-0.52899194,-4.0196805,-13.042687,1.6093822,-16.001465,-2.5275083,-6.840954,-3.1404538,-2.7372282,-9.258812,-5.496281,-8.259921,-3.0852776,-2.469529,2.6981542,-2.5434625,-0.57511085,-1.0667565,3.140458,4.0650864,0.67163676,-0.5495578,-5.4885674,-3.0764747,-5.130632,-0.9563478,-3.0613935,-0.7916413,-1.8292555,happy
-418.583,146.76488,-12.905875,46.925243,-15.956543,25.93688,-12.790593,6.7640247,-9.07525,-2.0766118,-7.833842,-1.3988093,-1.3307048,-14.356458,5.9788337,-18.435446,-1.1257924,-8.491144,-2.954449,-4.569901,-5.869325,-3.7335522,-7.1209893,0.99771494,-6.9132915,2.985894,-5.739876,-0.124015294,-2.5785403,-0.5140528,0.8319351,-2.0371494,1.6932507,-3.309824,2.2063797,-3.7415886,-1.1569437,-3.6506996,-0.8042126,-2.0842016,happy
-417.8518,136.98697,-2.9268851,36.408817,-9.54076,21.064545,-9.200663,5.5299563,-7.368218,-3.3330956,-5.9901943,-2.1184075,0.12632522,-12.4257555,1.5272121,-16.515621,-2.573596,-5.645628,-4.741573,-5.7227674,-7.7993345,-4.6239667,-7.262067,-1.3751754,-7.079243,0.18680017,-3.4436352,-1.8868027,-3.2247682,-1.2822204,-0.5489053,-2.9693122,-0.5589984,-1.9803491,0.73369503,-3.730132,-0.5285744,-2.5886054,-0.12168243,-1.5158423,happy
-395.91525,152.33824,-20.746016,46.97734,-18.816816,23.893297,-13.516738,7.6106186,-16.337751,-3.338722,-4.5152745,1.0496804,-2.5082486,-13.207267,9.322167,-22.380331,-1.925351,-8.211753,-3.3170424,-4.4715204,-5.020413,-2.845914,-7.8263454,-2.030285,-6.473293,5.18177,-7.650768,1.6371793,-1.9356093,-1.5736523,3.5013762,-1.4918045,-0.24023853,-2.8212721,0.5800449,-6.3747516,-2.8231008,-5.1105375,0.1992693,-2.3395407,neutral
-402.97775,152.95377,-9.947539,41.84955,-10.6617565,20.202213,-17.653624,6.1387854,-13.82761,-3.2099385,-6.052258,-1.7551299,0.06270149,-15.190405,5.7245197,-16.251734,-0.21142153,-6.6724358,-4.981205,-6.354323,-6.096318,-5.359772,-8.677347,-0.43960565,-8.135138,2.762553,-6.6294417,-1.3530207,-0.3365107,-0.34319344,-1.2121125,-2.5690951,2.647987,-3.098487,-0.20174879,-6.2163477,-2.15034,-2.9838135,-1.4024249,-3.0584579,sad
-400.37585,151.16006,-12.179792,52.139896,-23.09616,29.931347,-19.785791,7.865131,-17.774881,-4.267884,-8.841286,0.053907394,0.28587508,-14.722279,8.121187,-20.66009,5.6763225,-6.269926,-1.3261448,-8.007228,-7.285874,-2.09726,-10.936239,-0.70287967,-5.4977336,3.2319472,-8.459051,1.0403763,-2.3270926,0.8879243,0.3680129,-4.5386543,1.868923,-1.4671615,0.4012427,-4.705383,0.88605,-4.696026,-1.2416574,-2.758193,sad
-409.9275,164.82793,-18.698557,45.82743,-12.718476,24.364784,-26.07028,6.948809,-16.080883,-1.0753188,-6.8388443,-1.7585675,4.4903946,-14.564332,3.9979668,-18.630405,4.6411405,-9.08245,-6.566691,-6.643449,-4.2266097,-3.5717695,-9.948809,2.3819811,-3.5308392,4.553483,-7.206698,-0.13457546,-0.7745061,2.4079812,-0.22322477,-3.3604774,2.8627145,-1.6160588,0.063944116,-6.9055343,0.55890983,-2.0422747,-0.43734956,-3.5872955,sad
-338.31622,132.51958,-11.095784,45.17047,0.6902426,6.1699276,-13.005213,1.0849046,-13.6198635,-7.9158244,-11.92514,-2.226652,-2.4543839,-15.350318,4.454845,-12.398813,-4.3641553,-5.503032,-3.4055336,-4.6347737,-6.4920306,-4.5513773,-5.729121,-4.3553596,-7.427172,2.0132043,-5.5262365,-1.3103191,-1.2997241,-2.3355272,-0.9608242,-3.2167454,-3.065658,-2.2592754,-0.903388,-9.830428,-4.7433114,-2.37128,-0.65169466,-2.867953,angry
-396.07233,149.6826,-22.230274,59.579765,-6.175978,18.01328,-24.881086,14.389481,-16.87362,-8.837025,-8.549645,-1.7682346,-1.5258168,-16.057922,10.071186,-15.703091,1.6605142,-8.841863,-0.700545,-5.749584,-9.157964,-2.9218276,-7.852125,-1.0449657,-6.475816,3.6472101,-7.4032407,0.23319393,-2.9961576,-1.3559338,0.22639698,-2.7701495,0.8969116,-3.6251514,-1.109608,-5.5514407,-1.5437655,-4.851289,1.2102333,-2.0303586,disgust
-310.21143,132.94269,-18.823868,55.628475,0.0007754257,7.73405,-18.378141,1.9822294,-14.057324,-8.959028,-15.519852,-1.2159836,-0.6415401,-18.184649,6.9953003,-11.509391,-3.811363,-8.204164,-3.5303981,-2.941157,-6.684665,-4.878951,-3.5160267,-3.5523334,-7.712894,4.046945,-7.8905263,-2.0454507,-2.57299,-3.5909255,-0.3520959,-3.0086908,-2.7402406,-3.3840547,-2.6125915,-7.906072,-0.9144002,-4.1681623,-0.72294194,-2.227426,fear
-363.38428,122.5086,-3.3987439,49.424324,4.0401387,10.765823,-13.608444,5.5383134,-14.969642,-10.323434,-12.795595,-4.8075037,-4.9913163,-18.635628,5.8010964,-10.182941,-5.4939675,-4.6029286,-0.21244115,-5.583811,-6.0479054,-2.042947,-3.3685548,0.20461167,-6.6899505,0.6298886,-5.0169005,-2.2052526,-4.856322,-4.7383747,-3.0719955,-5.3913245,-3.4863923,-3.9592364,-1.9352045,-7.603668,-2.0725462,-1.6696842,4.0300756,5.747252,happy
-362.55383,135.28888,-11.31048,50.717213,-6.0492005,7.0449038,-9.24686,3.5010712,-14.077498,-7.283326,-14.229006,-0.96175826,0.28450623,-17.676493,6.833417,-10.94188,-4.922854,-4.6680923,-2.0339315,-7.213097,-4.4920177,-1.0830857,-7.3433447,-0.9177069,-5.659571,0.4608954,-6.003079,-0.93664795,-0.71780306,-2.155721,0.7047427,0.1041137,-1.8751379,-3.5208125,1.1403677,-6.075785,-4.1492887,-4.652242,-1.7879628,-1.9335226,neutral
-404.54556,135.70474,-11.847854,56.494884,3.1911101,19.621437,-19.848795,9.420082,-9.606926,-9.210257,-11.294279,-1.2251042,0.22906461,-16.911394,4.517236,-14.927939,0.76190674,-5.9751825,-3.4528146,-2.9524994,-8.615416,-3.567515,-4.182646,-1.6693536,-6.8651476,2.2900884,-5.8846016,-0.29901505,-2.30936,-2.1827848,-0.53808236,-3.8906505,-0.23183653,-1.2664579,-0.20199405,-6.4687037,-1.334401,-4.4762406,-1.6170486,-0.6471909,sad
-373.51816,143.0619,-19.44821,43.287018,-6.303081,23.886982,-17.930925,3.704201,-12.454452,-2.8526556,-7.9133673,-2.0935624,-2.0090954,-17.289371,8.083118,-11.224916,-2.418987,-9.070902,-0.8616759,-6.633021,-8.646552,-4.01583,-7.5321283,-1.8547431,-8.736907,3.100864,-4.571887,-2.2018797,-2.9051242,0.15674947,-1.0423825,-3.9524243,-0.23635057,-4.0824227,-0.94127643,-5.5429387,-2.1673274,-3.1023757,1.1456149,-3.2179232,angry
-404.57788,144.97107,-25.619017,51.356174,-14.415631,29.17652,-16.73874,9.992984,-13.859492,-3.6699352,-7.1843944,-1.5036567,-2.5894027,-15.241426,9.637234,-18.623323,-0.80743754,-7.6418376,-0.23826069,-6.8837757,-5.620077,-4.4854574,-10.438782,-1.1713306,-8.681262,4.6960955,-6.045844,0.78806883,-2.8714466,-1.7171617,0.5832825,-1.2896092,0.20849615,-4.179894,1.0930488,-6.6415067,-2.1413074,-4.855549,-0.6203556,-1.5786029,disgust
-341.52798,137.93729,-17.426266,36.815216,-5.5931425,18.612226,-18.043722,0.6855925,-11.768424,-4.532135,-9.886308,-2.0704236,-4.1802626,-17.597994,5.0798206,-13.103156,-3.8038762,-7.685591,-1.7828486,-8.617125,-9.027055,-4.772109,-9.131083,-3.8505714,-7.087227,2.8255918,-5.822844,-2.2271256,-2.7147923,-0.66734827,-0.368818,-1.9940447,0.9181138,-1.5476002,1.2306352,-5.2512565,-3.3708627,-4.273339,-0.4178657,-2.0321336,fear
-298.59158,140.61684,-29.896849,35.296158,-7.188369,17.912142,-27.981642,-3.5356622,-13.794353,-4.532214,-9.355422,-0.5286731,-1.2732412,-17.77231,7.177888,-13.583265,-3.4779775,-8.469757,-3.6928976,-6.713367,-8.428559,-5.157908,-5.758946,-1.8869021,-7.6551967,1.7030643,-8.038482,-1.9474608,-3.0925431,-1.7056636,-1.0428271,-2.6288552,1.8788669,-0.3962253,1.2231557,-3.5870168,-1.4276253,-3.9379213,0.45287535,-4.146426,happy
-350.23373,146.53595,-26.348793,46.078823,-7.8544436,19.899752,-22.19442,1.5251747,-10.490501,-6.624436,-9.240637,1.8141631,-3.6969123,-18.780268,11.077265,-13.388821,-4.4325128,-6.1434164,-0.5033056,-5.675294,-5.43085,-1.5496405,-7.895722,-2.4877064,-6.8348036,3.4117434,-6.7786355,-3.0076153,-1.0215724,0.5667687,-1.9004211,-2.9821165,1.5622767,-4.4070735,-1.8515856,-4.121264,-3.162622,-5.896111,1.0730765,-3.0189583,neutral
-410.4347,154.32045,-27.30653,57.230793,-11.715261,32.648907,-24.389874,12.17846,-17.185505,-3.2671938,-4.7932196,-2.5181386,-3.2627985,-16.534754,11.621581,-17.477455,1.0586362,-11.144384,-0.30867168,-5.2686777,-6.9849677,-3.6966405,-8.130104,-0.9088103,-9.792262,4.6331944,-5.7573614,1.1104414,-2.4630883,0.97076446,-0.18998617,-3.0325968,0.40438578,-2.878094,0.3924027,-7.3240967,-0.45668387,-2.9496226,1.8383744,-4.0995936,sad
-348.67535,126.75107,-4.369981,54.488087,-13.472722,22.080593,-24.427336,3.6367605,-16.68737,-2.4723108,-11.134935,-2.6275933,-4.2340097,-14.965341,9.373097,-17.058722,1.3734906,-10.148484,-0.68090993,-4.8747087,-4.1586747,-3.234769,-7.9740767,0.5033454,-7.4207697,1.717688,-6.6104407,1.6390215,-4.0672383,-0.956321,0.45063496,-3.2100744,-1.4058932,-4.4909663,-1.6390822,-5.279623,-0.5996441,-4.617116,1.6736712,-1.0231097,angry
-362.93582,129.86946,-14.881232,57.12776,-16.055367,29.009111,-28.836796,7.5638113,-14.833637,-0.69357824,-9.848659,-2.4317951,-2.8950696,-15.125115,9.302489,-20.08153,2.0239835,-11.553381,2.0777082,-5.303848,-7.2123184,-3.058488,-7.8053718,-1.6123968,-9.5811615,4.814811,-7.4275827,1.4107938,-3.5053332,-0.7073726,-0.6145135,-3.3802507,-0.0048005683,-4.010731,0.30047724,-6.6053767,-1.1245135,-5.1807566,0.09530647,-1.7095655,disgust
-311.4119,119.88442,-8.239782,39.569725,-9.434337,15.712134,-25.582827,4.6241646,-10.758238,-7.9332266,-14.27244,-3.3546295,-2.533989,-13.639622,5.5187345,-13.544408,-2.0763054,-10.629659,-0.905222,-8.844247,-10.978653,-4.62357,-8.4312315,-6.057063,-6.282836,2.9237287,-5.3077283,2.7779996,-1.5156779,1.233264,-0.8214503,-1.5495676,1.1902595,-1.4378016,4.1559024,-2.9219239,-2.9125652,-3.6298168,1.6742003,-3.5524075,fear
-305.15338,122.38342,-9.631488,37.4772,-8.891856,16.193613,-23.35546,0.9779758,-14.264704,-5.044485,-11.768442,-2.8060892,-1.9581168,-11.576482,4.6051044,-17.040987,-2.8676674,-9.829831,-1.6392424,-8.33051,-7.958407,-3.6047862,-7.7124557,-4.5710444,-7.631214,2.1220531,-5.261159,1.9423351,-1.7927035,0.47862086,0.68785304,-0.87686515,-1.3919498,-3.2816598,1.0021267,-5.4517164,-2.483949,-3.9753928,1.6392759,-0.99553955,happy
-365.40045,128.38132,-17.728577,61.684467,-8.350205,27.169964,-26.586401,2.5957496,-13.844881,-5.6997795,-14.656085,-2.0180984,-3.9922454,-19.455887,10.502704,-16.018513,-1.2953565,-7.3100877,0.7578478,-7.046792,-5.308783,-3.3881555,-8.21133,-0.4985365,-6.8989396,3.6955497,-6.758887,0.23155376,-2.221275,1.283738,-0.48678645,-2.2448547,0.53608507,-3.540912,-1.2471312,-6.17967,-1.2729363,-4.113057,1.5864148,-3.7018533,neutral
-394.42026,140.5237,-24.221663,61.63996,-13.132665,33.740982,-27.988344,7.373633,-13.464189,-1.7226049,-10.523514,-0.69147635,-1.0497768,-18.429441,8.216847,-18.744017,1.954764,-10.145953,1.5980004,-6.687518,-7.882442,-2.5194383,-6.457616,-1.5882163,-6.9091763,5.2361774,-9.386478,1.6887511,-2.662159,-0.06763132,-0.69047344,-1.8778855,0.1354706,-3.195833,-0.055235837,-7.7355237,1.0186427,-5.0930524,-1.2711301,-3.9020476,sad
-288.96445,136.75017,-23.140898,35.395084,-23.582935,5.309027,-12.003259,-0.38726917,-14.306914,-6.878171,-13.438317,3.8651216,-2.9934523,-17.11175,8.575758,-16.430723,-3.1334333,-7.2800794,-6.429284,-6.0092463,-3.1786654,-3.6689985,-5.951309,-0.06117985,-8.208581,1.9480802,-5.3723335,-2.617946,-2.1918018,-0.28475702,-1.2753539,-2.0026705,-0.65873283,-3.90885,-0.80923027,-7.920223,-5.3383455,-5.9785366,-2.424505,-5.3302336,angry
-374.03198,145.91444,-11.10437,40.690296,-13.522736,14.287007,-10.111624,7.8007646,-11.802063,-5.328956,-8.545516,0.21400775,-0.30585855,-12.372397,6.1216927,-16.194048,-1.1923754,-7.686935,-3.2132185,-6.789204,-6.807849,-0.77436334,-7.6592135,-1.2510514,-5.960545,1.8132561,-6.082403,-1.5770555,-2.2405257,-0.34766454,0.81038487,-3.0212748,0.10421516,-3.3951564,-0.16712797,-4.757748,-2.5890174,-4.227771,-0.0010557196,-2.1603546,disgust
-323.89694,128.82417,-11.285365,27.135435,-8.867913,10.665572,-12.9835615,2.161455,-10.924704,-6.426662,-11.413572,-0.8307891,-2.9455724,-11.84841,5.4257517,-16.026434,-5.90905,-8.01642,-1.2691487,-4.1765294,-5.564073,-3.0524862,-7.9325247,-3.3122,-7.8177876,0.22556421,-6.5805187,-4.82998,-3.9672709,-0.7258769,1.4595534,0.37866968,3.3810418,1.100189,2.6204696,-0.46069568,1.3074578,-1.7020963,-0.599404,-2.958511,fear
-341.88208,138.30713,-14.205407,32.493767,-12.74628,9.271324,-14.896956,5.3512664,-12.4635315,-7.4131446,-10.906722,-1.8994999,-0.79816115,-14.675079,5.6256566,-14.762264,-5.2921,-7.5126777,-2.063712,-4.6932354,-6.4060698,-2.031754,-6.587461,-3.0874135,-9.070568,1.0024401,-6.3369403,-2.871408,-0.35841286,-1.7426604,-1.4572302,-1.9844154,3.3770187,1.6068016,1.6844518,-2.9100432,0.5545905,-1.2059554,1.0360943,-0.99143267,happy
-331.37833,146.73871,-22.844507,38.102325,-17.460304,7.873914,-12.066208,1.7343848,-11.916525,-6.9911895,-13.012631,3.2612228,-0.31594485,-18.297544,6.5263476,-15.029088,-5.334183,-5.6836395,-2.9954221,-6.5824814,-4.964492,-3.738569,-7.873379,-1.9560088,-7.29204,3.4540496,-4.3114038,-1.8437524,-1.2288835,-0.90988255,-1.5906863,-2.2488992,0.090914115,-4.2822547,-1.1747925,-4.7078834,-2.2800293,-3.8713233,-0.632215,-4.7626443,neutral
-399.8053,158.78429,-16.54238,46.481056,-16.665596,20.252655,-17.961544,11.582556,-14.00076,-7.3007574,-6.401238,-0.6142304,-0.9087359,-13.545581,5.503303,-19.932167,-0.5325207,-8.977653,-3.145694,-6.282047,-6.1301637,-3.1291478,-7.451056,-0.50457436,-9.945879,2.0890214,-4.7949085,-0.5955858,-3.5798006,0.21871445,-0.799274,-4.0341406,1.1091335,-3.515666,0.09052987,-5.168011,-2.0955741,-4.975947,0.17309834,-2.4043217,sad
-321.5422,127.94756,-14.084719,38.641598,-10.645129,12.746272,-17.06619,3.8874502,-12.44211,-11.107759,-10.247758,4.739776,-3.5858736,-15.661634,10.031662,-14.870492,-3.7737937,-5.9728703,-1.6057265,-4.4230003,-7.642161,-3.6060545,-3.9669878,-1.4195409,-8.088825,2.4569354,-6.5037913,-4.166172,-0.44116455,1.7545854,-0.8745429,-1.6856996,1.0762122,-3.6738374,-1.5328344,-5.6119895,-3.8767428,-5.7514386,0.7844247,-0.8011628,angry
-364.44116,144.02,-18.35905,44.999622,-17.678762,25.58758,-21.023531,5.9930854,-16.430424,-6.381095,-7.921255,-1.2804184,-2.3837788,-14.473219,8.064016,-15.998672,0.6148832,-10.091876,0.6292034,-6.8214498,-8.25817,-1.0833371,-7.502634,-2.809107,-8.133486,2.5013924,-9.249,0.57818955,-1.179442,-1.3842722,-0.60977226,-3.2868323,0.19822681,-4.4889207,-1.6262159,-6.3970995,-2.9794064,-5.176777,-0.39293367,-2.8440175,disgust
-362.16644,124.78951,-2.5537817,41.363422,-5.1223626,22.131094,-14.058641,3.153763,-12.067596,-3.7083914,-8.094523,-2.4903915,-4.4594073,-13.334946,5.094148,-14.874184,-1.3567244,-7.04519,-1.550104,-8.370339,-8.216851,-2.099143,-6.078768,-0.61363333,-6.276797,0.9253119,-5.579872,0.035874624,-1.194259,0.12237345,-0.5850776,-4.4201293,-2.2208297,-4.0989842,-1.2346226,-6.288785,-3.0194385,-3.375811,1.4732567,-1.1006341,fear
-355.0485,134.92134,-18.993984,47.428318,-14.205984,28.565456,-19.844023,4.4626637,-16.399776,-4.590486,-7.382575,0.17913984,-2.9087489,-19.155132,6.824901,-17.86627,-0.2156297,-6.2834496,-2.4193583,-6.6246405,-4.1984525,-2.509954,-6.1745567,-0.022355871,-9.252906,3.4414065,-6.7915444,-3.2140172,0.4199594,1.895662,-3.6479464,-2.1512685,1.6408876,-2.9356725,0.067628086,-5.869045,-1.8602712,-2.746262,2.3930826,-3.867895,happy
-348.19125,146.1113,-16.411858,42.844635,-22.295773,19.80349,-14.972056,-1.7209561,-16.783466,-7.1498737,-10.853447,4.198277,-4.4416122,-17.979256,10.99644,-13.482115,-0.36912864,-8.714919,-1.6801437,-5.70481,-4.052453,-2.731796,-7.2778277,-0.34761518,-7.984268,4.5838776,-7.545356,-1.610835,-0.17662054,-0.7044987,1.0942141,-0.5415562,-0.5118189,-3.1123347,-0.4298194,-6.79113,-3.7298956,-6.7220807,1.018212,-2.9188375,neutral
-406.64175,136.87653,-11.359757,56.65573,-15.349816,32.6317,-17.41142,11.565179,-14.013551,-5.310271,-7.633861,-2.4122005,-3.1902769,-14.200496,9.5544815,-17.773195,1.0805919,-9.207877,-0.815481,-6.917517,-6.9184,-2.8794339,-8.684576,-0.4580023,-6.7983804,1.7155038,-8.739072,1.8226428,-2.287366,-1.4866768,0.60880685,-2.9011898,-0.5454877,-2.2652895,0.6414887,-5.070562,-0.6967654,-4.3353014,1.6441808,-2.3416922,sad
-312.1885,133.05057,-5.384228,47.9049,-15.557687,-1.3292027,-14.67098,-0.93516034,-17.21814,-6.47626,-15.240178,-1.5939847,-2.1974306,-13.9268,7.052996,-14.976783,-0.3720122,-7.371676,-6.0419674,-3.8188386,-5.4333014,-5.476965,-4.5467463,-1.2692051,-7.4070277,4.1155195,-6.1552525,-2.43388,-2.086113,-2.4769793,-0.69392174,-1.19042,-1.1286136,-4.338415,-1.6020786,-6.954752,-2.6438742,-3.672183,-0.22174351,-2.8016422,angry
-352.32056,144.48747,-2.3091557,48.916122,-13.400357,6.840848,-14.332468,0.9563954,-13.915734,-4.13301,-11.009739,-3.5119812,-5.3665934,-10.986842,8.363868,-16.90142,0.5673792,-6.17891,-3.291661,-3.4090765,-6.0814857,-4.187296,-6.2101064,-0.6935626,-6.674633,2.1471312,-5.7268815,-1.1161861,-2.7181304,-1.446463,-0.1488188,-2.5485601,0.8075223,-3.225312,-2.4397774,-6.256028,-2.417411,-4.386108,0.20133822,-2.3481781,disgust
